Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2018-09-09,Chiefs,Chargers,2,14:07,4,10,SDG 45,14-6,Dustin Colquitt punts 41 yards,,0.270,0.380,.11,41,
2018-09-09,Chargers,Chiefs,2,1:06,4,14,SDG 21,12-17,Drew Kaser punts 63 yards returned by Tyreek Hill for 4 yards. Penalty on Marcus Kemp: Illegal Block Above the Waist 10 yards,,-1.960,0.380,2.34,63,4
2018-09-09,Chiefs,Chargers,4,3:18,4,10,KAN 25,38-28,Dustin Colquitt punts 60 yards returned by Travis Benjamin for -1 yards (tackle by Marcus Kemp),,-1.700,0.280,1.98,60,-1
2018-09-09,Chiefs,Chargers,4,0:50,4,12,KAN 36,38-28,Dustin Colquitt punts 44 yards,,-0.980,-0.280,.70,44,
2018-09-10,Jets,Lions,1,8:45,4,13,50,0-7,Lac Edwards punts 40 yards fair catch by Jamal Agnew,,-0.060,0.380,.44,40,
2018-09-10,Lions,Jets,1,7:09,4,12,DET 20,7-0,Sam Martin punts 55 yards returned by Andre Roberts for 43 yards (tackle by Sam Martin),,-2.030,-3.450,-1.42,55,43
2018-09-10,Jets,Lions,2,5:30,4,10,DET 40,10-7,Lac Edwards punts 34 yards,,0.590,0.380,-0.21,34,
2018-09-10,Lions,Jets,2,3:26,4,7,DET 20,7-10,Sam Martin punts 45 yards returned by Andre Roberts for 16 yards (tackle by Tavon Wilson),,-2.030,-2.320,-0.29,45,16
2018-09-10,Lions,Jets,3,7:20,4,9,DET 26,17-37,Sam Martin punts 52 yards returned by Andre Roberts for 78 yards touchdown,,-1.630,-7.000,-5.37,52,78
2018-09-10,Jets,Lions,4,8:23,4,2,NYJ 17,48-17,Lac Edwards punts 38 yards out of bounds,,-2.320,-1.930,.39,38,
2018-09-10,Rams,Raiders,1,8:47,4,2,RAM 33,0-7,Johnny Hekker punts 62 yards returned by Dwayne Harris for 10 yards (tackle by Blake Countess),,-1.180,0.220,1.40,62,10
2018-09-10,Raiders,Rams,1,6:20,4,18,RAI 7,7-0,Johnny Townsend punts 55 yards returned by Pharoh Cooper for 12 yards (tackle by Marquel Lee),,-2.490,-2.260,.23,55,12
2018-09-10,Raiders,Rams,3,7:24,4,10,RAI 37,13-13,Johnny Townsend punts 45 yards fair catch by Pharoh Cooper,,-0.910,-0.040,.87,45,
2018-09-10,Rams,Raiders,3,4:01,4,3,RAM 37,13-13,Johnny Hekker punts 55 yards out of bounds,,-0.910,0.380,1.29,55,
2018-09-10,Raiders,Rams,3,1:53,4,5,RAI 13,13-13,Johnny Townsend punts 35 yards returned by Pharoh Cooper for -3 yards (tackle by Dwayne Harris). Penalty on Troy Hill: Offensive Holding 10 yards,,-2.490,-1.730,.76,35,-3
2018-09-10,Raiders,Rams,4,13:41,4,5,RAI 35,13-20,Johnny Townsend punts 43 yards fair catch by Cooper Kupp. Penalty on Troy Hill: Offensive Holding 10 yards,,-1.040,0.350,1.39,43,
2018-09-13,Ravens,Bengals,1,8:17,4,7,50,0-7,Sam Koch punts 50 yards touchback,,-0.060,-0.280,-0.22,50,
2018-09-13,Ravens,Bengals,1,4:06,4,14,RAV 21,0-14,Sam Koch punts 59 yards returned by Darius Phillips for 8 yards (tackle by Kenny Young),,-1.960,-0.810,1.15,59,8
2018-09-13,Bengals,Ravens,2,1:08,4,10,CIN 38,28-7,Kevin Huber punts 43 yards fair catch by Janarion Grant,,-0.850,-0.150,.70,43,
2018-09-13,Bengals,Ravens,3,13:44,4,20,CIN 31,28-14,Kevin Huber punts 34 yards,,-1.310,-1.270,.04,34,
2018-09-13,Bengals,Ravens,3,9:17,4,12,CIN 35,28-17,Kevin Huber punts 44 yards fair catch by Janarion Grant,,-1.040,-0.340,.70,44,
2018-09-13,Bengals,Ravens,3,4:44,4,8,RAV 37,28-17,Kevin Huber punts 28 yards,,0.790,0.380,-0.41,28,
2018-09-13,Bengals,Ravens,4,14:56,4,2,50,28-17,Kevin Huber punts 37 yards fair catch by Janarion Grant,,-0.060,0.320,.38,37,
2018-09-16,Panthers,Falcons,1,3:24,4,20,CAR 15,3-3,Michael Palardy punts 53 yards returned by Justin Hardy for 5 yards (tackle by Ben Jacobs). Penalty on Jordan Richards: Illegal Block Above the Waist 10 yards,,-2.440,-0.610,1.83,53,5
2018-09-16,Falcons,Panthers,1,0:18,4,11,ATL 36,3-3,Matthew Bosher punts 39 yards returned by D.J. Moore for 5 yards (tackle by Justin Bethel),,-0.980,-0.940,.04,39,5
2018-09-16,Panthers,Falcons,2,1:52,4,14,CAR 32,10-10,Michael Palardy punts 53 yards. Penalty on Justin Bethel: Defensive Offside (Declined),,-1.240,0.220,1.46,53,
2018-09-16,Panthers,Falcons,3,12:57,4,2,CAR 10,10-17,Michael Palardy punts 48 yards fair catch by Justin Hardy,,-2.490,-1.730,.76,48,
2018-09-16,Panthers,Falcons,3,5:43,4,12,ATL 47,10-24,Michael Palardy punts 37 yards fair catch by Justin Hardy,,0.130,0.380,.25,37,
2018-09-16,Falcons,Panthers,3,1:53,4,4,CAR 42,24-10,Matthew Bosher punts 42 yards touchback,,0.460,-0.280,-0.74,42,
2018-09-16,Falcons,Panthers,4,4:10,4,5,CAR 48,31-17,Matthew Bosher punts 44 yards,,0.070,0.380,.31,44,
2018-09-16,Falcons,Panthers,4,2:00,4,1,ATL 34,31-24,Matthew Bosher punts 54 yards returned by D.J. Moore for 4 yards (tackle by Justin Bethel),,-1.110,0.140,1.25,54,4
2018-09-16,Chargers,Bills,1,12:55,4,1,SDG 34,0-0,Drew Kaser punts 52 yards fair catch by Marcus Murphy,,-1.110,0.280,1.39,52,
2018-09-16,Bills,Chargers,1,11:03,4,10,BUF 14,0-0,Corey Bojorquez punts 44 yards returned by JJ Jones for 10 yards (tackle by Andre Holmes). Penalty on Logan Thomas: Offensive Holding 10 yards,,-2.470,-3.050,-0.58,44,10
2018-09-16,Bills,Chargers,1,7:53,4,10,BUF 25,0-7,Corey Bojorquez punts 42 yards returned by JJ Jones for 6 yards (tackle by Logan Thomas),,-1.700,-1.530,.17,42,6
2018-09-16,Bills,Chargers,2,8:57,4,3,BUF 32,3-21,Corey Bojorquez punts 50 yards returned by JJ Jones for 1 yard (tackle by Ramon Humber),,-1.240,-0.150,1.09,50,1
2018-09-16,Bills,Chargers,3,5:40,4,10,SDG 45,13-28,Corey Bojorquez punts 33 yards fair catch by JJ Jones,,0.270,0.350,.08,33,
2018-09-16,Chargers,Bills,3,0:32,4,4,SDG 31,28-13,Drew Kaser punts 35 yards out of bounds,,-1.310,-1.200,.11,35,
2018-09-16,Bills,Chargers,4,12:50,4,9,BUF 46,13-28,Corey Bojorquez punts 54 yards touchback,,-0.320,-0.280,.04,54,
2018-09-16,Chargers,Bills,4,7:25,4,8,BUF 38,28-13,Drew Kaser punts 35 yards,,0.720,0.380,-0.34,35,
2018-09-16,Giants,Cowboys,1,10:08,4,1,NYG 48,0-7,Riley Dixon punts 35 yards fair catch by Cole Beasley,,-0.190,0.060,.25,35,
2018-09-16,Giants,Cowboys,1,3:24,4,2,NYG 45,0-10,Riley Dixon punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-09-16,Cowboys,Giants,1,0:18,4,10,DAL 41,10-0,Chris Jones punts 36 yards,,-0.650,-0.480,.17,36,
2018-09-16,Giants,Cowboys,2,13:41,4,22,NYG 11,0-10,Riley Dixon punts 45 yards fair catch by Tavon Austin,,-2.490,-1.200,1.29,45,
2018-09-16,Cowboys,Giants,2,12:36,4,7,DAL 37,10-0,Chris Jones punts 42 yards returned by Kaelin Clay for 5 yards (tackle by Damien Wilson),,-0.910,-0.670,.24,42,5
2018-09-16,Giants,Cowboys,2,6:36,4,8,NYG 49,0-10,Riley Dixon punts 42 yards fair catch by Cole Beasley,,-0.130,0.380,.51,42,
2018-09-16,Cowboys,Giants,2,2:58,4,10,DAL 38,10-0,Chris Jones punts 48 yards returned by Kaelin Clay for 6 yards (tackle by Jamize Olawale),,-0.850,-0.280,.57,48,6
2018-09-16,Giants,Cowboys,2,0:15,4,14,NYG 45,0-10,Riley Dixon punts 40 yards fair catch by Tavon Austin,,-0.390,0.220,.61,40,
2018-09-16,Cowboys,Giants,3,1:37,4,15,DAL 20,13-3,Chris Jones punts 47 yards returned by Odell Beckham for 3 yards (tackle by Rod Smith),,-2.030,-1.330,.70,47,3
2018-09-16,Giants,Cowboys,4,14:21,4,19,NYG 27,3-13,Riley Dixon punts 43 yards returned by Tavon Austin for -2 yards (tackle by Kerry Wynn). Penalty on Byron Jones: Illegal Block Above the Waist 10 yards,,-1.570,-0.040,1.53,43,-2
2018-09-16,Raiders,Broncos,4,2:06,4,5,DEN 49,19-17,Johnny Townsend punts 49 yards touchback,,0.000,-0.280,-0.28,49,
2018-09-16,Broncos,Raiders,1,8:11,4,5,DEN 30,0-3,Marquette King punts 46 yards fair catch by Jordy Nelson,,-1.370,-0.540,.83,46,
2018-09-16,Raiders,Broncos,1,6:33,4,8,RAI 31,3-0,Johnny Townsend punts 44 yards out of bounds,,-1.310,-0.610,.70,44,
2018-09-16,Broncos,Raiders,1,5:09,4,1,DEN 34,0-3,Marquette King punts 66 yards touchback,,-1.110,-0.280,.83,66,
2018-09-16,Raiders,Broncos,1,3:26,4,3,RAI 27,3-0,Johnny Townsend punts 56 yards returned by Adam Jones for 1 yard (tackle by Dominique Rodgers-Cromartie),,-1.570,-0.040,1.53,56,1
2018-09-16,Broncos,Raiders,1,1:50,4,1,DEN 27,0-3,Marquette King punts 51 yards returned by Jordy Nelson for 7 yards (tackle by Dymonte Thomas),,-1.570,-0.870,.70,51,7
2018-09-16,Raiders,Broncos,2,7:40,4,2,RAI 24,6-0,Johnny Townsend punts 40 yards out of bounds,,-1.770,-1.330,.44,40,
2018-09-16,Broncos,Raiders,2,5:34,4,12,DEN 34,0-6,Marquette King punts 41 yards fair catch by Jordy Nelson,,-1.110,-0.610,.50,41,
2018-09-16,Packers,Vikings,1,10:48,4,14,GNB 48,0-0,JK Scott punts 44 yards fair catch by Marcus Sherels,,-0.190,0.380,.57,44,
2018-09-16,Vikings,Packers,1,7:33,4,16,MIN 15,0-6,Matt Wile punts blocked by Geronimo Allison recovered by Josh Jackson touchdown,,-2.440,-7.000,-4.56,0,
2018-09-16,Vikings,Packers,2,9:59,4,5,MIN 42,7-14,Matt Wile punts 58 yards touchback,,-0.590,-0.280,.31,58,
2018-09-16,Packers,Vikings,2,8:29,4,12,GNB 18,14-7,JK Scott punts 63 yards fair catch by Marcus Sherels,,-2.240,-0.150,2.09,63,
2018-09-16,Vikings,Packers,2,6:38,4,10,MIN 43,7-14,Matt Wile punts 48 yards fair catch by Randall Cobb,,-0.520,0.380,.90,48,
2018-09-16,Packers,Vikings,2,4:37,4,11,GNB 8,14-7,JK Scott punts 59 yards returned by Marcus Sherels for 13 yards (tackle by Korey Toomer),,-2.490,-1.990,.50,59,13
2018-09-16,Vikings,Packers,3,5:04,4,5,MIN 30,7-20,Matt Wile punts 46 yards returned by Randall Cobb for no gain,,-1.370,-0.540,.83,46,
2018-09-16,Packers,Vikings,3,3:32,4,9,GNB 25,20-7,JK Scott punts 46 yards,,-1.700,-0.870,.83,46,
2018-09-16,Packers,Vikings,5,3:57,4,11,MIN 47,29-29,JK Scott punts 47 yards touchback,,0.130,-0.280,-0.41,47,
2018-09-16,Patriots,Jaguars,1,6:14,4,2,NWE 33,0-7,Ryan Allen punts 56 yards returned by Jaydon Mickens for 5 yards (tackle by Ja'Whaun Bentley),,-1.180,0.140,1.32,56,5
2018-09-16,Patriots,Jaguars,2,15:00,4,2,NWE 48,0-14,Ryan Allen punts 52 yards touchback,,-0.190,-0.280,-0.09,52,
2018-09-16,Jaguars,Patriots,2,11:13,4,5,NWE 40,14-0,Logan Cooke punts 34 yards,,0.590,0.380,-0.21,34,
2018-09-16,Patriots,Jaguars,3,6:49,4,5,NWE 15,3-24,Ryan Allen punts 55 yards fair catch by Jaydon Mickens,,-2.440,-0.940,1.50,55,
2018-09-16,Jaguars,Patriots,3,0:47,4,9,JAX 26,24-10,Logan Cooke punts 33 yards,,-1.630,-1.660,-0.03,33,
2018-09-16,Jaguars,Patriots,4,9:47,4,6,NWE 48,24-13,Logan Cooke punts 39 yards,,0.070,0.380,.31,39,
2018-09-16,Patriots,Jaguars,4,8:01,4,1,NWE 18,13-24,Ryan Allen punts 59 yards returned by Jaydon Mickens for 16 yards (tackle by Nate Ebner),,-2.240,-1.530,.71,59,16
2018-09-16,Browns,Saints,1,13:06,4,1,CLE 41,0-0,Britton Colquitt punts 29 yards fair catch by Tommylee Lewis,,-0.650,-0.940,-0.29,29,
2018-09-16,Browns,Saints,2,14:30,4,6,CLE 35,3-3,Britton Colquitt punts 46 yards returned by Tommylee Lewis for no gain,,-1.040,-0.150,.89,46,
2018-09-16,Saints,Browns,2,0:48,4,8,NOR 27,3-6,Thomas Morstead punts 56 yards returned by Jabrill Peppers for no gain. Penalty on Briean Boddy-Calhoun: Illegal Block Above the Waist 8 yards,,-1.570,0.380,1.95,56,
2018-09-16,Saints,Browns,3,13:18,4,1,NOR 34,3-6,Thomas Morstead punts 45 yards fair catch by Jabrill Peppers,,-1.110,-0.340,.77,45,
2018-09-16,Saints,Browns,3,3:22,4,11,50,3-12,Thomas Morstead punts 32 yards fair catch by Jabrill Peppers,,-0.060,-0.040,.02,32,
2018-09-16,Browns,Saints,4,7:27,4,13,CLE 22,12-10,Britton Colquitt punts 43 yards out of bounds,,-1.900,-1.270,.63,43,
2018-09-16,Saints,Browns,4,6:00,4,15,NOR 30,10-12,Thomas Morstead punts 46 yards fair catch by Jabrill Peppers,,-1.370,-0.540,.83,46,
2018-09-16,Dolphins,Jets,1,12:34,4,7,MIA 48,0-0,Matt Haack punts 48 yards out of bounds,,-0.190,0.380,.57,48,
2018-09-16,Jets,Dolphins,1,9:17,4,11,NYJ 14,0-0,Lac Edwards punts 46 yards fair catch by Jakeem Grant,,-2.470,-1.600,.87,46,
2018-09-16,Dolphins,Jets,1,7:00,4,23,MIA 27,0-0,Matt Haack punts 63 yards out of bounds,,-1.570,0.380,1.95,63,
2018-09-16,Jets,Dolphins,2,14:22,4,13,NYJ 22,0-7,Lac Edwards punts 60 yards returned by Jakeem Grant for 22 yards (tackle by Terrence Brooks),,-1.900,-1.600,.30,60,22
2018-09-16,Dolphins,Jets,2,12:53,4,4,MIA 46,7-0,Matt Haack punts 37 yards fair catch by Andre Roberts,,-0.320,0.060,.38,37,
2018-09-16,Jets,Dolphins,2,11:07,4,6,NYJ 41,0-7,Lac Edwards punts 41 yards fair catch by Danny Amendola,,-0.650,-0.040,.61,41,
2018-09-16,Dolphins,Jets,2,7:26,4,13,MIA 48,7-0,Matt Haack punts 44 yards fair catch by Andre Roberts,,-0.190,0.380,.57,44,
2018-09-16,Jets,Dolphins,2,2:41,4,17,NYJ 18,0-14,Lac Edwards punts 60 yards returned by Jakeem Grant for 16 yards (tackle by Doug Middleton),,-2.240,-1.470,.77,60,16
2018-09-16,Dolphins,Jets,3,8:33,4,1,MIA 45,20-6,Matt Haack punts 48 yards fair catch by Andre Roberts,,-0.390,0.380,.77,48,
2018-09-16,Jets,Dolphins,3,5:29,4,3,NYJ 37,6-20,Lac Edwards punts 56 yards returned by Jakeem Grant for 10 yards (tackle by Thomas Hennessy),,-0.910,0.060,.97,56,10
2018-09-16,Dolphins,Jets,4,9:13,4,10,MIA 25,20-9,Matt Haack punts 55 yards returned by Andre Roberts for 4 yards (tackle by Brandon Bolden). Penalty on Charone Peake: Illegal Block Above the Waist 10 yards,,-1.700,0.280,1.98,55,4
2018-09-16,Texans,Titans,1,12:17,4,14,HTX 33,0-0,Trevor Daniel punts 53 yards returned by Adoree' Jackson for 2 yards (tackle by Brian Peters),,-1.180,0.140,1.32,53,2
2018-09-16,Titans,Texans,2,9:06,4,2,OTI 39,14-0,Brett Kern punts 50 yards returned by Tyler Ervin for 13 yards (tackle by Brynden Trawick). Penalty on Shareece Wright: Offensive Holding 10 yards,,-0.780,0.350,1.13,50,13
2018-09-16,Texans,Titans,2,7:43,4,1,HTX 21,0-14,Trevor Daniel punts 47 yards fair catch by Adoree' Jackson. Penalty on Malcolm Butler: Offensive Holding 10 yards,,-1.960,-0.410,1.55,47,
2018-09-16,Titans,Texans,2,3:38,4,29,OTI 13,14-0,Brett Kern punts 46 yards returned by Tyler Ervin for 6 yards (tackle by Dane Cruikshank),,-2.490,-2.060,.43,46,6
2018-09-16,Titans,Texans,3,13:33,4,4,OTI 31,14-7,Brett Kern punts 62 yards out of bounds. Penalty on Natrell Jamerson: Offensive Holding 3 yards,,-1.310,0.380,1.69,62,
2018-09-16,Texans,Titans,3,8:27,4,14,OTI 38,7-14,Trevor Daniel punts 27 yards. Penalty on Jurrell Casey: Offensive Holding 6 yards,,0.720,0.380,-0.34,27,
2018-09-16,Titans,Texans,3,6:50,4,5,OTI 10,14-7,Brett Kern punts 51 yards returned by Tyler Ervin for 9 yards (tackle by Beau Brinkley),,-2.490,-2.130,.36,51,9
2018-09-16,Titans,Texans,3,0:17,4,18,OTI 17,14-10,Brett Kern punts 52 yards returned by Tyler Ervin for -1 yards (tackle by Dane Cruikshank),,-2.320,-0.940,1.38,52,-1
2018-09-16,Texans,Titans,4,6:50,4,8,OTI 37,17-17,Trevor Daniel punts 37 yards touchback. Penalty on Johnson Bademosi: Illegal Touch Kick 5 yards,,0.790,-0.610,-1.40,37,
2018-09-16,Steelers,Chiefs,1,11:48,4,13,PIT 22,0-7,Jordan Berry punts 39 yards returned by Tyreek Hill for no gain. Penalty on Damien Williams: Offensive Holding (Declined) Penalty on Demetrius Harris: Offensive Holding 10 yards,,-1.900,-0.870,1.03,39,
2018-09-16,Chiefs,Steelers,2,12:16,4,5,KAN 30,21-7,Dustin Colquitt punts 55 yards out of bounds,,-1.370,0.220,1.59,55,
2018-09-16,Chiefs,Steelers,2,3:10,4,12,KAN 41,21-13,Dustin Colquitt punts 45 yards returned by Ryan Switzer for 6 yards (tackle by Damien Williams). Penalty on Tyler Matakevich: Illegal Blindside Block 10 yards,,-0.650,0.380,1.03,45,6
2018-09-16,Steelers,Chiefs,3,1:54,4,3,PIT 32,28-35,Jordan Berry punts 33 yards out of bounds,,-1.240,-1.270,-0.03,33,
2018-09-16,Steelers,Chiefs,4,12:23,4,8,PIT 40,28-42,Jordan Berry punts 59 yards out of bounds,,-0.720,0.380,1.10,59,
2018-09-16,Steelers,Chiefs,4,9:24,4,7,PIT 44,30-42,Jordan Berry punts 56 yards touchback,,-0.460,-0.280,.18,56,
2018-09-16,Rams,Cardinals,1,11:33,4,10,RAM 40,0-0,Johnny Hekker punts 60 yards touchback,,-0.720,-0.280,.44,60,
2018-09-16,Cardinals,Rams,1,7:26,4,3,CRD 45,0-0,Andy Lee punts 43 yards out of bounds,,-0.390,0.350,.74,43,
2018-09-16,Rams,Cardinals,1,2:41,4,5,CRD 49,0-0,Johnny Hekker punts 42 yards,,0.000,0.380,.38,42,
2018-09-16,Cardinals,Rams,1,1:01,4,1,CRD 16,0-0,Andy Lee punts 46 yards returned by Jojo Natson for 19 yards (tackle by Dennis Gardeck). Penalty on Josh Reynolds: Illegal Block Above the Waist 10 yards,,-2.390,-1.660,.73,46,19
2018-09-16,Cardinals,Rams,2,13:05,4,13,CRD 22,0-8,Andy Lee punts 49 yards returned by Jojo Natson for 17 yards (tackle by Zeke Turner),,-1.900,-1.990,-0.09,49,17
2018-09-16,Cardinals,Rams,2,4:33,4,15,CRD 34,0-11,Andy Lee punts 58 yards returned by Jojo Natson for 60 yards (tackle by Andy Lee),,-1.110,-3.450,-2.34,58,60
2018-09-16,Cardinals,Rams,3,12:51,4,1,CRD 40,0-19,Andy Lee punts 52 yards returned by Jojo Natson for 13 yards (tackle by Rudy Ford),,-0.720,-0.340,.38,52,13
2018-09-16,Cardinals,Rams,3,6:02,4,11,CRD 15,0-19,Andy Lee punts 58 yards returned by Jojo Natson for 17 yards (tackle by Gerald Hodges),,-2.440,-1.860,.58,58,17
2018-09-16,Cardinals,Rams,3,2:35,4,10,CRD 18,0-27,Andy Lee punts 54 yards returned by Jojo Natson for 13 yards (tackle by Zeke Turner),,-2.240,-1.660,.58,54,13
2018-09-16,Cardinals,Rams,4,11:49,4,1,CRD 24,0-27,Andy Lee punts 43 yards fair catch by Jojo Natson. Penalty on Micah Kiser: Offensive Holding 10 yards,,-1.770,-0.480,1.29,43,
2018-09-16,Lions,49ers,1,10:58,4,2,SFO 48,0-0,Sam Martin punts 38 yards fair catch by Trent Taylor,,0.070,0.380,.31,38,
2018-09-16,Lions,49ers,2,10:39,4,3,DET 32,7-10,Sam Martin punts 43 yards returned by Dante Pettis for 12 yards (tackle by Tavon Wilson). Penalty on D.J. Reed: Offensive Holding 10 yards,,-1.240,0.220,1.46,43,12
2018-09-16,49ers,Lions,2,8:14,4,4,SFO 37,10-7,Bradley Pinion punts 44 yards returned by Jamal Agnew for no gain,,-0.910,-0.150,.76,44,
2018-09-16,Lions,49ers,2,2:00,4,2,DET 45,7-13,Sam Martin punts 42 yards fair catch by Trent Taylor,,-0.390,0.320,.71,42,
2018-09-16,49ers,Lions,2,1:01,4,19,SFO 4,13-7,Bradley Pinion punts 59 yards returned by Jamal Agnew for 7 yards (tackle by Garrett Celek). Penalty on Jalen Reeves-Maybin: Illegal Block Above the Waist 10 yards,,-2.490,-1.200,1.29,59,7
2018-09-16,49ers,Lions,3,5:55,4,7,DET 45,20-13,Bradley Pinion punts 31 yards fair catch by Jamal Agnew,,0.270,0.280,.01,31,
2018-09-16,Lions,49ers,3,2:16,4,6,SFO 47,13-20,Sam Martin punts 44 yards,,0.130,0.380,.25,44,
2018-09-16,Lions,49ers,4,14:54,4,8,DET 23,13-27,Sam Martin punts 44 yards returned by Dante Pettis for 14 yards (tackle by Nick Bellore),,-1.830,-2.060,-0.23,44,14
2018-09-16,49ers,Lions,4,6:31,4,11,SFO 24,30-20,Bradley Pinion punts 49 yards returned by Jamal Agnew for 73 yards. Penalty on Tracy Walker: Illegal Block Above the Waist (Declined) Penalty on Nick Bellore: Illegal Block Above the Waist 10 yards,,-1.770,-0.340,1.43,49,73
2018-09-16,49ers,Lions,4,1:16,4,18,SFO 40,30-27,Bradley Pinion punts 44 yards returned by Jamal Agnew for no gain,,-0.720,0.140,.86,44,
2018-09-16,Eagles,Buccaneers,1,13:08,4,5,PHI 30,0-7,Cameron Johnston punts 63 yards returned by Adam Humphries for 10 yards (tackle by Corey Clement),,-1.370,0.060,1.43,63,10
2018-09-16,Buccaneers,Eagles,1,10:36,4,4,TAM 34,7-0,Bryan Anger punts 53 yards returned by Corey Clement for 43 yards (tackle by Bryan Anger). Penalty on Joshua Perkins: Illegal Block Above the Waist 10 yards,,-1.110,0.320,1.43,53,43
2018-09-16,Eagles,Buccaneers,1,6:15,4,26,PHI 28,0-7,Cameron Johnston punts 56 yards returned by Adam Humphries for -1 yards (tackle by Avonte Maddox),,-1.500,0.220,1.72,56,-1
2018-09-16,Buccaneers,Eagles,1,4:05,4,16,TAM 25,7-0,Bryan Anger punts 47 yards,,-1.700,-0.810,.89,47,
2018-09-16,Eagles,Buccaneers,2,14:12,4,8,TAM 45,0-7,Cameron Johnston punts 45 yards touchback,,0.270,-0.280,-0.55,45,
2018-09-16,Buccaneers,Eagles,2,11:08,4,10,TAM 47,7-0,Bryan Anger punts 31 yards,,-0.260,-0.410,-0.15,31,
2018-09-16,Eagles,Buccaneers,2,2:36,4,5,PHI 30,7-13,Cameron Johnston punts 51 yards returned by DeSean Jackson for 11 yards (tackle by Kamu Grugier-Hill),,-1.370,-0.940,.43,51,11
2018-09-16,Eagles,Buccaneers,3,7:11,4,7,PHI 28,7-27,Cameron Johnston punts 65 yards returned by Adam Humphries for 9 yards (tackle by Corey Graham),,-1.500,0.140,1.64,65,9
2018-09-16,Buccaneers,Eagles,3,3:58,4,3,TAM 37,27-7,Bryan Anger punts 47 yards fair catch by Corey Clement,,-0.910,0.140,1.05,47,
2018-09-16,Buccaneers,Eagles,4,6:44,4,2,TAM 43,27-14,Bryan Anger punts 35 yards returned by Nelson Agholor for no gain,,-0.520,-0.410,.11,35,
2018-09-16,Buccaneers,Eagles,4,0:28,4,10,TAM 46,27-21,Bryan Anger punts 47 yards returned by Corey Clement for 3 yards (tackle by Ryan Smith),,-0.320,0.380,.70,47,3
2018-09-16,Redskins,Colts,1,6:43,4,4,CLT 44,0-7,Tress Way punts 34 yards fair catch by Chester Rogers,,0.330,0.380,.05,34,
2018-09-16,Colts,Redskins,1,5:09,4,6,CLT 14,7-0,Rigoberto Sanchez punts 54 yards returned by Greg Stroman for 6 yards (tackle by Zaire Franklin),,-2.470,-1.470,1.00,54,6
2018-09-16,Redskins,Colts,1,1:08,4,4,CLT 46,0-7,Tress Way punts 36 yards. Penalty on Chester Rogers: Unnecessary Roughness 5 yards,,0.200,0.380,.18,36,
2018-09-16,Redskins,Colts,2,5:33,4,6,WAS 29,3-14,Tress Way punts 53 yards fair catch by Chester Rogers. Penalty on Nick Sundberg: Offensive Holding 10 yards,,-1.440,-0.810,.63,53,
2018-09-16,Colts,Redskins,2,4:05,4,2,CLT 36,14-3,Rigoberto Sanchez punts 39 yards fair catch by Greg Stroman,,-0.980,-0.610,.37,39,
2018-09-16,Redskins,Colts,2,2:00,4,15,WAS 32,3-14,Tress Way punts 28 yards out of bounds,,-1.240,-1.600,-0.36,28,
2018-09-16,Colts,Redskins,2,1:02,4,4,CLT 46,14-3,Rigoberto Sanchez punts 39 yards fair catch by Greg Stroman,,-0.320,0.220,.54,39,
2018-09-16,Redskins,Colts,3,10:47,4,5,WAS 47,3-14,Tress Way punts 31 yards,,-0.260,-0.410,-0.15,31,
2018-09-16,Colts,Redskins,3,4:42,4,5,CLT 29,14-6,Rigoberto Sanchez punts 44 yards fair catch by Greg Stroman,,-1.440,-0.740,.70,44,
2018-09-16,Colts,Redskins,4,3:58,4,6,CLT 41,21-9,Rigoberto Sanchez punts 59 yards touchback,,-0.650,-0.280,.37,59,
2018-09-17,Seahawks,Bears,1,10:43,4,2,CHI 44,0-0,Michael Dickson punts 40 yards fair catch by Tarik Cohen,,0.330,0.380,.05,40,
2018-09-17,Seahawks,Bears,1,3:30,4,6,SEA 39,0-7,Michael Dickson punts 54 yards returned by Tarik Cohen for 32 yards (tackle by Justin Coleman),,-0.780,-1.530,-0.75,54,32
2018-09-17,Bears,Seahawks,2,14:22,4,5,SEA 45,7-0,Pat O'Donnell punts 32 yards fair catch by Tyler Lockett,,0.270,0.320,.05,32,
